Time(s),Lead3ElectricPotential(mV),HeartRate(1/min),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),OxygenSaturation,RespirationRate(1/min),SkinTemperature(degC),Carina-CarbonDioxide-PartialPressure(mmHg)
283.18,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,0.6
283.20,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,0.5
283.22,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,0.5
283.24,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.26,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.28,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.30,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.32,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.34,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.36,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.38,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.40,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.42,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.44,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.46,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.48,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.50,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.52,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.54,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.56,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.58,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.60,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.62,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.64,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.66,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.68,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.70,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.72,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.74,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.76,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.78,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.80,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.82,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.84,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.86,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.88,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.90,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.92,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.94,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
283.96,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,0.4
283.98,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,0.8
284.00,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,1.6
284.02,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,2.6
284.04,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,3.7
284.06,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,4.8
284.08,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,5.9
284.10,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,6.9
284.12,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,7.9
284.14,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,8.8
284.16,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,9.6
284.18,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,10.4
284.20,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,11.2
284.22,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,11.9
284.24,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,12.6
284.26,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,13.2
284.28,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,13.8
284.30,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,14.4
284.32,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,14.9
284.34,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,15.4
284.36,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,15.9
284.38,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,16.4
284.40,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,16.8
284.42,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,17.3
284.44,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,17.7
284.46,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,18.1
284.48,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,18.5
284.50,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,18.8
284.52,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,19.2
284.54,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,19.5
284.56,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,19.8
284.58,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,20.1
284.60,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,20.4
284.62,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,20.7
284.64,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,21.0
284.66,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,21.2
284.68,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,21.5
284.70,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,21.7
284.72,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,21.9
284.74,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,22.1
284.76,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,22.3
284.78,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,22.5
284.80,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,22.7
284.82,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,22.9
284.84,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,23.1
284.86,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,23.3
284.88,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,23.4
284.90,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,23.6
284.92,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,23.7
284.94,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,23.9
284.96,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,24.0
284.98,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,24.1
285.00,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,24.3
285.02,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,24.4
285.04,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,24.5
285.06,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,24.6
285.08,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,24.7
285.10,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,24.8
285.12,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,24.9
285.14,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,25.0
285.16,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,25.1
285.18,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,25.2
285.20,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,25.3
285.22,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,25.4
285.24,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,25.5
285.26,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.5
285.28,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.6
285.30,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,25.7
285.32,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,25.7
285.34,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,25.8
285.36,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,25.9
285.38,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,25.9
285.40,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,26.0
285.42,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,26.1
285.44,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,26.1
285.46,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,26.2
285.48,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,26.2
285.50,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,26.3
285.52,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,26.3
285.54,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,26.4
285.56,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,26.4
285.58,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,26.4
285.60,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,26.5
285.62,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,26.5
285.64,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,26.6
285.66,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,26.6
285.68,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,26.6
285.70,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,26.7
285.72,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,26.7
285.74,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,26.7
285.76,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,26.8
285.78,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,26.8
285.80,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.8
285.82,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,26.9
285.84,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,26.9
285.86,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,26.9
285.88,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.9
285.90,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,27.0
285.92,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,27.0
285.94,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,27.0
285.96,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,27.0
285.98,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.00,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.02,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.04,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.06,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.08,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
286.10,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.12,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.14,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.16,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.18,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.20,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,27.2
286.22,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.24,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.26,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.28,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.30,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.32,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.34,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.36,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.38,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.40,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.42,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.44,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.46,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,27.4
286.48,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,27.3
286.50,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,26.6
286.52,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,25.0
286.54,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,22.6
286.56,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,19.7
286.58,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,16.6
286.60,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,13.7
286.62,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,11.1
286.64,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,8.8
286.66,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,7.0
286.68,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,5.5
286.70,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,4.3
286.72,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,3.4
286.74,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,2.7
286.76,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,2.1
286.78,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,1.7
286.80,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,1.4
286.82,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,1.2
286.84,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,1.0
286.86,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.8
286.88,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.7
286.90,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,0.6
286.92,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,0.6
286.94,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.5
286.96,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.5
286.98,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.00,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.02,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.04,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.06,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.08,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.10,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.12,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.14,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.16,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.18,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.20,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.22,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.24,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.26,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.28,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.30,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.32,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.34,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.36,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.38,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.40,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.42,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.44,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.46,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.48,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.50,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.52,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.54,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.56,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.58,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.60,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.62,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.64,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.66,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.68,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
287.70,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
287.72,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.8
287.74,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,1.7
287.76,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,2.6
287.78,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,3.7
287.80,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,4.8
287.82,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,5.9
287.84,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,6.9
287.86,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,7.9
287.88,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,8.8
287.90,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,9.6
287.92,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,10.4
287.94,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,11.2
287.96,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,11.9
287.98,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,12.6
288.00,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,13.2
288.02,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,13.8
288.04,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,14.4
288.06,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,14.9
288.08,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,15.4
288.10,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,15.9
288.12,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,16.4
288.14,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,16.8
288.16,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,17.3
288.18,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,17.7
288.20,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,18.1
288.22,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,18.5
288.24,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,18.8
288.26,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,19.2
288.28,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,19.5
288.30,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,19.8
288.32,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,20.1
288.34,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,20.4
288.36,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,20.7
288.38,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,21.0
288.40,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,21.2
288.42,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,21.5
288.44,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,21.7
288.46,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,21.9
288.48,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,22.2
288.50,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,22.4
288.52,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,22.6
288.54,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,22.7
288.56,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,22.9
288.58,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,23.1
288.60,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,23.3
288.62,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,23.4
288.64,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,23.6
288.66,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,23.7
288.68,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,23.9
288.70,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,24.0
288.72,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,24.1
288.74,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,24.3
288.76,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,24.4
288.78,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,24.5
288.80,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,24.6
288.82,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,24.7
288.84,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,24.8
288.86,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,24.9
288.88,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,25.0
288.90,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,25.1
288.92,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,25.2
288.94,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,25.3
288.96,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,25.4
288.98,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,25.5
289.00,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,25.5
289.02,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,25.6
289.04,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,25.7
289.06,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,25.7
289.08,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,25.8
289.10,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,25.9
289.12,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,25.9
289.14,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,26.0
289.16,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.1
289.18,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,26.1
289.20,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,26.2
289.22,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,26.2
289.24,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.3
289.26,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,26.3
289.28,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,26.4
289.30,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,26.4
289.32,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,26.4
289.34,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,26.5
289.36,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,26.5
289.38,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,26.6
289.40,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,26.6
289.42,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,26.6
289.44,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,26.7
289.46,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,26.7
289.48,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,26.7
